id,assists,birth_date,bonus,bps,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,creativity,creativity_rank,direct_freekicks_order,ep_next,ep_this,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,influence,influence_rank,minutes,own_goals,penalties_missed,penalties_order,penalties_saved,points_per_game,points_per_game_rank,red_cards,saves,saves_per_90,second_name,squad_number,starts,starts_per_90,team_join_date,threat,threat_rank,total_points,web_name,yellow_cards,position,team_name,team_short_name
764,0,1996-08-10,0,94,0,0.0,112520,,10.0,465,,1.0,0.7,0.0,0.0,0.0,0.0,0.0,24.64,1.9,0.0,Alex,30,2.31,0,36.6,336,356.8,204,1170,0,0,,0,1.7,350,0,45,3.46,Palmer,,13,1.0,2025-02-03,0.0,663,22,Palmer,2,GKP,Ipswich,IPS
799,0,2006-03-11,0,0,0,0.0,547693,,0.0,624,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somto,0,0.0,0,0.0,636,0.0,636,0,0,0,,0,0.0,643,0,0,0.0,Boniface,,0,0.0,2025-04-19,0.0,585,0,Boniface,0,DEF,Ipswich,IPS
800,0,,0,0,0,0.0,592712,,0.0,760,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tom,0,0.0,0,0.0,763,0.0,763,0,0,0,,0,0.0,766,0,0,0.0,Taylor,,0,0.0,2025-03-02,0.0,743,0,Tom Taylor,0,MID,Ipswich,IPS
117,2,2004-12-23,6,299,2,0.12,536916,3.0,415.8,95,,1.5,1.5,2.29,0.14,6.3,0.38,4.01,29.23,1.74,0.24,Facundo,33,1.97,5,114.7,124,415.8,174,1508,0,0,,0,2.4,220,0,0,0.0,Buonanotte,,14,0.84,2024-08-10,318.0,105,75,Buonanotte,8,MID,Leicester,LEI
192,0,1991-09-11,3,279,4,0.22,80146,,316.9,133,2.0,3.0,3.3,1.5,0.08,5.22,0.28,3.72,30.33,1.66,0.2,Jordan,42,2.29,5,93.4,161,304.4,239,1649,0,0,2.0,0,2.4,225,0,0,0.0,Ayew,,19,1.04,2024-08-23,311.0,107,75,J.Ayew,6,MID,Leicester,LEI
198,0,1998-01-16,0,14,0,0.0,199670,,25.0,421,,-0.5,-0.5,0.07,0.04,0.46,0.29,0.39,3.72,2.37,0.25,Odsonne,3,1.91,0,8.0,456,5.0,519,141,0,0,,0,1.2,441,0,0,0.0,Edouard,,1,0.64,2024-08-30,50.0,341,7,Edouard,0,FWD,Leicester,LEI
285,0,1999-02-27,0,327,1,0.04,225902,,261.8,166,,1.0,1.3,0.94,0.04,1.23,0.05,0.29,46.48,1.93,0.01,Boubakary,52,2.16,0,60.4,265,294.2,242,2165,0,0,,0,1.5,382,0,0,0.0,Soumaré,,25,1.04,2021-07-02,47.0,345,48,B.Soumaré,8,MID,Leicester,LEI
286,0,,0,0,0,0.0,461416,,0.0,702,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tom,0,0.0,0,0.0,705,0.0,705,0,0,0,,0,0.0,710,0,0,0.0,Cannon,,0,0.0,2023-09-01,0.0,682,0,Cannon,0,FWD,Leicester,LEI
287,0,,0,29,0,0.0,197469,,30.4,402,,0.0,0.0,0.19,0.13,0.19,0.13,0.0,5.28,3.68,0.0,Hamza,5,3.49,0,7.0,465,33.8,461,129,0,0,,0,1.0,483,0,0,0.0,Choudhury,,1,0.7,2017-09-18,6.0,449,4,Choudhury,0,MID,Leicester,LEI
288,0,1993-02-25,3,144,2,0.11,94147,,33.0,397,,5.3,5.0,0.48,0.03,1.0,0.06,0.52,38.75,2.04,0.03,Conor,42,2.21,1,47.5,298,378.8,196,1712,0,0,,0,1.8,326,0,0,0.0,Coady,,19,1.0,2023-07-01,62.0,319,39,Coady,3,DEF,Leicester,LEI
289,0,1998-10-09,2,108,1,0.13,245419,,41.7,378,,0.0,0.5,0.06,0.01,1.31,0.17,1.25,17.37,2.18,0.16,Patson,16,2.01,1,27.0,373,86.0,409,717,0,0,3.0,0,1.5,385,0,0,0.0,Daka,,6,0.75,2021-07-01,148.0,224,34,Daka,0,FWD,Leicester,LEI
290,4,1993-02-02,2,145,1,0.12,96994,,84.4,316,,0.0,0.0,0.14,0.02,0.93,0.12,0.79,14.61,1.79,0.1,Bobby,17,2.08,1,26.0,375,102.2,398,734,0,0,,0,2.1,282,0,0,0.0,De Cordova-Reid,,9,1.1,2024-07-05,72.0,305,48,De Cordova-Reid,2,MID,Leicester,LEI
291,0,1998-04-03,2,241,3,0.1,218218,,68.5,338,,3.3,3.5,0.4,0.01,1.92,0.06,1.52,58.54,1.87,0.05,Wout,63,2.02,1,86.9,180,678.0,65,2812,0,0,,0,1.6,360,0,0,0.0,Faes,,30,0.96,2022-09-01,121.0,249,55,Faes,4,DEF,Leicester,LEI
292,0,2006-05-23,0,3,0,0.0,549640,,0.0,676,,-0.3,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael,0,0.0,0,0.0,681,0.0,681,1,0,0,,0,1.0,486,0,0,0.0,Golding,,0,0.0,2024-07-07,0.0,652,1,Golding,0,MID,Leicester,LEI
293,0,2000-07-11,1,231,1,0.04,467189,,0.2,521,,0.0,0.0,0.02,0.0,0.02,0.0,0.0,55.09,2.08,0.0,Mads,58,2.19,0,82.8,192,827.0,27,2385,0,0,,1,2.3,238,0,103,3.89,Hermansen,,27,1.02,2023-07-18,0.0,646,63,Hermansen,1,GKP,Leicester,LEI
294,0,1997-07-19,0,0,0,0.0,207270,,0.0,561,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daniel,0,0.0,0,0.0,580,0.0,580,0,0,0,,0,0.0,589,0,0,0.0,Iversen,,0,0.0,2019-07-15,0.0,514,0,Iversen,0,GKP,Leicester,LEI
295,2,1998-02-23,6,218,3,0.09,220627,,258.5,170,,4.3,4.5,0.8,0.02,2.27,0.07,1.47,63.68,1.97,0.05,James,68,2.1,2,107.8,136,615.2,92,2912,0,0,,0,1.9,309,0,0,0.0,Justin,,34,1.05,2019-06-28,202.0,175,70,Justin,6,DEF,Leicester,LEI
296,1,2002-12-16,0,153,1,0.04,481510,1.0,358.6,115,,-0.3,0.0,1.74,0.06,1.87,0.06,0.13,54.38,1.97,0.0,Victor,62,2.25,0,91.6,166,519.4,132,2481,1,0,,0,1.1,447,0,0,0.0,Kristiansen,,29,1.05,2023-01-20,40.0,356,34,Kristiansen,1,DEF,Leicester,LEI
297,0,,0,0,0,0.0,461584,,0.0,704,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wanya,0,0.0,0,0.0,707,0.0,707,0,0,0,,0,0.0,712,0,0,0.0,Marçal-Madivádua,,0,0.0,,0.0,684,0,Marcal,0,MID,Leicester,LEI
298,1,1998-05-31,5,270,1,0.06,154048,,375.3,110,1.0,0.0,0.0,3.25,0.18,5.1,0.28,1.85,36.71,2.06,0.1,Stephy,38,2.13,4,101.5,146,339.2,221,1606,0,0,4.0,0,2.4,224,0,0,0.0,Mavididi,,16,0.9,2023-07-31,302.0,112,72,Mavididi,2,MID,Leicester,LEI
299,1,2001-11-22,0,125,3,0.32,461587,,132.5,266,,2.5,3.0,0.63,0.07,1.62,0.18,0.99,20.07,2.14,0.11,Kasey,16,1.7,1,46.3,302,147.2,354,846,0,0,,0,1.9,314,0,0,0.0,McAteer,,9,0.96,2021-12-01,184.0,196,35,McAteer,3,MID,Leicester,LEI
300,5,1996-12-16,1,375,3,0.12,203341,,302.2,144,,2.5,2.3,1.53,0.06,3.65,0.14,2.12,49.32,1.91,0.08,Wilfred,48,1.86,0,112.8,128,546.4,120,2325,1,0,,0,2.3,241,0,0,0.0,Ndidi,,28,1.08,2017-01-03,280.0,121,64,Ndidi,8,MID,Leicester,LEI
301,0,2001-07-13,1,106,1,0.08,473341,,15.2,442,,-0.3,-0.3,0.17,0.01,0.79,0.06,0.62,27.72,2.22,0.05,Caleb,26,2.09,1,40.7,319,318.6,232,1122,0,0,,0,1.4,397,0,0,0.0,Okoli,,12,0.96,2024-07-09,73.0,303,27,Okoli,4,DEF,Leicester,LEI
302,0,1993-10-06,0,46,0,0.0,111931,,18.7,436,,0.0,-0.3,0.07,0.02,0.16,0.04,0.09,7.12,1.68,0.02,Ricardo,8,1.88,0,10.5,442,67.8,421,382,0,0,,0,1.0,475,0,0,0.0,Barbosa Pereira,,4,0.94,2018-06-09,19.0,404,10,Ricardo,1,DEF,Leicester,LEI
303,0,1998-10-22,0,0,0,0.0,194190,,0.0,579,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harry,0,0.0,0,0.0,595,0.0,595,0,0,0,,0,0.0,603,0,0,0.0,Souttar,,0,0.0,2023-01-31,0.0,538,0,Souttar,0,DEF,Leicester,LEI
304,0,2000-12-19,0,104,2,0.2,436680,,0.0,590,,2.7,3.3,0.0,0.0,0.0,0.0,0.0,14.83,1.48,0.0,Jakub,16,1.6,0,22.8,387,228.4,281,900,0,0,,0,2.5,201,0,28,2.8,Stolarczyk,,10,1.0,2020-09-04,0.0,549,25,Stolarczyk,1,GKP,Leicester,LEI
305,0,2001-06-10,0,144,3,0.24,244619,,144.5,254,,2.7,3.7,0.49,0.04,0.85,0.07,0.36,25.08,2.04,0.03,Luke,23,1.87,0,40.4,320,226.4,282,1109,0,0,,0,1.9,307,0,0,0.0,Thomas,,13,1.06,2020-07-15,34.0,367,27,Thomas,3,DEF,Leicester,LEI
306,5,1987-01-11,18,464,4,0.13,101668,,270.8,160,,0.0,0.0,2.55,0.08,13.78,0.44,11.23,63.1,2.01,0.36,Jamie,68,2.17,9,150.0,74,490.8,148,2825,0,1,1.0,0,3.7,71,0,0,0.0,Vardy,,35,1.12,2012-07-01,742.0,31,128,Vardy,5,FWD,Leicester,LEI
307,0,1992-08-03,0,86,0,0.0,93100,,46.6,368,,-0.5,-0.5,0.08,0.01,0.19,0.02,0.11,25.05,1.62,0.01,Jannik,35,2.27,0,42.4,312,321.0,230,1390,1,0,,0,0.6,550,0,0,0.0,Vestergaard,,16,1.04,2021-08-13,53.0,334,11,Vestergaard,5,DEF,Leicester,LEI
308,0,1993-06-22,0,-5,0,0.0,95463,,0.0,554,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,3.35,2.23,0.0,Danny,6,4.0,0,3.6,493,35.4,457,135,0,0,,0,1.0,454,0,4,2.67,Ward,,1,0.67,2018-07-20,0.0,506,2,Ward,0,GKP,Leicester,LEI
309,2,1996-02-02,0,282,0,0.0,157668,2.0,319.6,132,,-0.5,-0.5,1.53,0.09,1.76,0.1,0.23,29.48,1.73,0.01,Harry,34,1.99,0,63.2,259,272.8,258,1536,0,0,,0,1.8,328,0,0,0.0,Winks,,17,1.0,2023-07-01,37.0,359,40,Winks,4,MID,Leicester,LEI
501,0,2000-09-16,0,121,3,0.24,209042,,146.0,252,,0.5,1.3,0.32,0.03,0.69,0.06,0.37,26.06,2.1,0.03,Oliver,26,2.09,0,29.9,364,119.4,375,1118,0,0,,0,1.1,450,0,0,0.0,Skipp,,10,0.81,2024-08-19,35.0,365,27,Skipp,8,MID,Leicester,LEI
570,2,2004-03-08,3,125,0,0.0,531442,,104.3,292,,0.0,0.0,1.42,0.22,1.83,0.28,0.41,11.0,1.72,0.06,Abdul,14,2.19,0,40.1,323,147.6,353,576,0,0,,0,2.4,226,0,0,0.0,Fatawu,,6,0.94,2024-07-16,148.0,225,26,A.Fatawu,0,MID,Leicester,LEI
606,0,,0,3,0,0.0,532534,,0.3,513,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Will,0,0.0,0,0.0,679,0.0,679,1,0,0,,0,1.0,485,0,0,0.0,Alves,,0,0.0,2024-02-09,0.0,650,1,Alves,0,MID,Leicester,LEI
616,0,,0,0,0,0.0,501770,,0.0,610,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ben,0,0.0,0,0.0,623,0.0,623,0,0,0,,0,0.0,630,0,0,0.0,Nelson,,0,0.0,,0.0,570,0,Nelson,0,DEF,Leicester,LEI
635,4,2004-05-10,6,376,3,0.12,513527,4.0,634.1,48,,3.5,3.0,2.85,0.12,4.14,0.17,1.29,48.23,1.99,0.05,Bilal,54,2.23,2,120.5,113,381.6,194,2179,0,0,,0,2.6,193,0,0,0.0,El Khannouss,,27,1.12,2024-08-29,191.0,189,83,El Khannouss,4,MID,Leicester,LEI
694,0,2004-12-11,0,0,0,0.0,531997,,0.0,732,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Henry,0,0.0,0,0.0,736,0.0,736,0,0,0,,0,0.0,740,0,0,0.0,Cartwright,,0,0.0,2024-12-13,0.0,716,0,Cartwright,0,MID,Leicester,LEI
708,0,,0,0,0,0.0,532535,,0.0,617,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thomas,0,0.0,0,0.0,629,0.0,629,0,0,0,,0,0.0,636,0,0,0.0,Wilson-Brown,,0,0.0,2022-07-08,0.0,578,0,Wilson-Brown,0,DEF,Leicester,LEI
726,0,1999-05-26,0,-4,0,0.0,488439,,3.4,483,,-0.5,-0.5,0.04,0.03,0.08,0.06,0.04,2.48,2.09,0.03,Woyo,6,5.05,0,5.2,480,24.4,470,107,0,0,,0,0.2,559,0,0,0.0,Coulibaly,,1,0.84,2025-01-15,24.0,390,1,Coulibaly,1,DEF,Leicester,LEI
754,0,1976-07-01,0,0,0,0.0,100050995,,0.0,533,,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ruud,0,0.0,0,0.0,555,0.0,555,0,0,0,,0,0.0,565,0,0,0.0,van Nistelrooij,,0,0.0,2024-12-01,0.0,484,48,Van Nistelrooy,0,,Leicester,LEI
792,0,2009-07-10,0,29,0,0.0,649208,,12.6,449,,0.5,0.5,0.02,0.02,0.19,0.17,0.17,1.67,1.43,0.15,Jeremy,3,2.57,0,5.1,484,20.6,481,105,0,0,,0,1.0,510,0,0,0.0,Monga,,0,0.0,2025-02-06,19.0,406,7,Monga,0,MID,Leicester,LEI
796,0,2006-11-30,0,3,0,0.0,619146,,0.2,520,,-0.5,-0.3,0.0,0.0,0.0,0.0,0.0,0.04,3.6,0.0,Olabade,0,0.0,0,0.2,546,2.0,541,1,0,0,,0,1.0,473,0,0,0.0,Aluko,,0,0.0,2025-04-11,0.0,608,1,Olabade Aluko,0,DEF,Leicester,LEI
797,0,2008-06-04,0,13,0,0.0,630664,,0.2,523,,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.86,0.0,Jake,1,4.29,0,0.3,543,3.2,529,21,0,0,,0,1.0,508,0,0,0.0,Evans,,0,0.0,2025-04-11,0.0,752,4,Jake Evans,0,MID,Leicester,LEI
802,0,2004-03-12,0,0,0,0.0,519223,,0.0,726,,,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sammy,0,0.0,0,0.0,730,0.0,730,0,0,0,,0,0.0,734,0,0,0.0,Braybrooke,,0,0.0,2025-05-24,0.0,708,0,Braybrooke,0,MID,Leicester,LEI
310,0,1992-10-02,9,451,10,0.36,116535,,13.0,446,,3.5,3.8,0.2,0.01,0.2,0.01,0.0,27.1,0.97,0.0,Alisson,29,1.04,0,64.0,255,628.8,81,2508,0,0,,0,4.0,43,0,78,2.8,Ramses Becker,,28,1.0,2018-07-19,0.0,794,112,A.Becker,0,GKP,Liverpool,LIV
311,7,1998-10-07,13,603,12,0.46,169187,1.0,833.7,19,1.0,2.5,1.5,7.2,0.27,9.01,0.34,1.81,21.67,0.83,0.07,Trent,25,0.95,3,182.4,51,723.8,54,2362,0,0,,0,4.5,24,0,0,0.0,Alexander-Arnold,,28,1.07,2015-07-01,268.0,124,148,Alexander-Arnold,5,DEF,Liverpool,LIV
312,0,,0,0,0,0.0,535928,,0.0,735,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stefan,0,0.0,0,0.0,739,0.0,739,0,0,0,,0,0.0,743,0,0,0.0,Bajčetić Maquieira,,0,0.0,,0.0,719,0,Bajcetic,0,MID,Liverpool,LIV
313,2,2003-07-09,3,160,3,0.36,492777,,110.5,285,,2.5,2.8,1.43,0.17,2.13,0.25,0.7,12.4,1.5,0.08,Conor,10,1.21,0,42.8,311,156.2,346,744,0,0,,0,2.2,255,0,0,0.0,Bradley,,7,0.85,2023-09-25,162.0,209,41,Bradley,4,DEF,Liverpool,LIV
315,0,,0,0,0,0.0,491970,,0.0,714,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bobby,0,0.0,0,0.0,717,0.0,717,0,0,0,,0,0.0,722,0,0,0.0,Clark,,0,0.0,,0.0,695,0,Clark,0,MID,Liverpool,LIV
316,3,1999-06-24,6,244,2,0.16,447203,,151.6,245,,2.0,2.0,0.51,0.04,6.27,0.51,5.76,16.85,1.36,0.47,Darwin,21,1.7,5,81.2,199,263.8,263,1113,0,0,3.0,0,2.2,264,0,0,0.0,Núñez Ribeiro,,8,0.65,2022-06-14,404.0,84,66,Darwin,8,FWD,Liverpool,LIV
317,4,1996-12-04,4,225,7,0.53,194634,,169.5,231,,1.8,1.8,1.09,0.08,9.07,0.69,7.98,11.75,0.89,0.61,Diogo,12,0.91,6,99.0,148,300.6,240,1182,0,0,,0,3.3,121,0,0,0.0,Teixeira da Silva,,14,1.07,2020-09-19,537.0,55,87,Diogo J.,2,MID,Liverpool,LIV
318,0,,0,0,0,0.0,496208,,0.0,716,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ben,0,0.0,0,0.0,719,0.0,719,0,0,0,,0,0.0,724,0,0,0.0,Doak,,0,0.0,,0.0,697,0,Doak,0,MID,Liverpool,LIV
319,2,2003-04-04,3,120,0,0.0,444884,,145.8,253,,5.0,5.2,0.64,0.16,2.42,0.61,1.78,6.14,1.54,0.45,Harvey,6,1.5,1,40.4,321,118.6,376,359,0,0,,0,1.8,340,0,0,0.0,Elliott,,2,0.5,2019-07-28,143.0,229,33,Elliott,1,MID,Liverpool,LIV
320,0,1993-02-09,0,82,0,0.0,158983,,38.2,387,,2.0,2.0,0.09,0.03,0.09,0.03,0.0,4.25,1.48,0.0,Endo,5,1.74,0,10.0,446,57.6,434,259,0,0,,0,1.1,449,0,0,0.0,Wataru,,1,0.35,2023-08-18,6.0,453,21,Endo,0,MID,Liverpool,LIV
321,5,1999-05-07,22,572,5,0.23,243298,,517.7,71,,6.0,6.0,3.76,0.18,10.87,0.51,7.12,21.51,1.01,0.33,Cody,25,1.17,10,180.3,52,597.0,102,1921,0,0,,0,3.6,86,0,0,0.0,Gakpo,,23,1.08,2023-01-01,686.0,40,127,Gakpo,5,FWD,Liverpool,LIV
322,0,1997-05-23,0,83,1,0.17,171287,,38.5,384,,1.0,1.0,0.09,0.02,0.42,0.08,0.33,5.38,0.94,0.06,Joe,8,1.39,0,22.8,388,130.4,368,517,0,0,,0,1.6,373,0,0,0.0,Gomez,,6,1.04,2015-06-20,58.0,325,14,Gomez,1,DEF,Liverpool,LIV
323,4,2002-05-16,1,568,14,0.4,441266,,473.9,82,,3.2,1.8,3.5,0.1,4.63,0.13,1.13,33.06,0.94,0.03,Ryan,35,1.0,0,114.7,125,550.6,118,3160,0,0,,0,2.5,214,1,0,0.0,Gravenberch,,37,1.05,2023-09-01,121.0,250,92,Gravenberch,5,MID,Liverpool,LIV
324,5,2001-01-30,4,396,6,0.32,206915,,343.7,121,,2.5,2.8,1.46,0.08,5.8,0.31,4.34,23.35,1.23,0.23,Curtis,27,1.43,3,113.6,127,397.2,182,1702,0,0,,0,2.6,199,1,0,0.0,Jones,,19,1.0,2018-04-06,400.0,85,87,Jones,1,MID,Liverpool,LIV
325,0,1998-11-23,1,156,4,0.4,200720,,0.0,560,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.09,1.11,0.0,Caoimhin,12,1.2,0,22.4,389,224.2,283,900,0,0,,1,4.5,19,0,27,2.7,Kelleher,,10,1.0,2016-08-06,0.0,513,45,Kelleher,0,GKP,Liverpool,LIV
326,2,1999-05-25,4,487,11,0.39,204716,,161.4,238,,2.0,2.0,0.91,0.03,2.71,0.09,1.8,26.67,0.94,0.06,Ibrahima,28,0.98,1,87.6,176,578.0,110,2561,0,0,,0,3.4,108,0,0,0.0,Konaté,,30,1.05,2021-07-01,133.0,237,106,Konaté,5,DEF,Liverpool,LIV
327,7,1997-01-13,21,634,15,0.56,244731,,748.0,29,,5.0,3.8,4.34,0.16,16.24,0.61,11.9,24.44,0.92,0.45,Luis,21,0.79,13,246.4,10,770.8,38,2393,0,0,,0,5.1,10,0,0,0.0,Díaz,,28,1.05,2022-01-30,946.0,14,183,Luis Díaz,2,MID,Liverpool,LIV
328,18,1992-06-15,55,1133,15,0.4,118748,,1199.2,3,,4.5,5.0,8.99,0.24,33.69,0.9,24.7,37.83,1.01,0.66,Mohamed,40,1.07,29,476.0,1,1577.0,1,3374,0,0,2.0,0,9.1,1,0,0,0.0,Salah,,38,1.01,2017-07-01,1985.0,1,344,M.Salah,1,MID,Liverpool,LIV
329,6,1998-12-24,8,578,14,0.49,243016,4.0,731.3,32,,0.0,0.0,5.57,0.19,8.46,0.29,2.89,24.21,0.84,0.1,Alexis,24,0.83,5,174.1,59,653.4,73,2597,0,0,,0,3.5,96,0,0,0.0,Mac Allister,,30,1.04,2023-06-14,357.0,95,122,Mac Allister,6,MID,Liverpool,LIV
330,0,2004-09-13,0,0,0,0.0,491501,,0.0,662,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,James,0,0.0,0,0.0,668,0.0,668,0,0,0,,0,0.0,675,0,0,0.0,McConnell,,0,0.0,2023-07-18,0.0,631,0,McConnell,0,MID,Liverpool,LIV
331,0,2002-10-31,0,0,0,0.0,440148,,0.0,670,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tyler,0,0.0,0,0.0,674,0.0,674,0,0,0,,0,0.0,681,0,0,0.0,Morton,,0,0.0,2021-07-22,0.0,644,0,Morton,0,MID,Liverpool,LIV
332,0,,0,0,0,0.0,197464,,0.0,581,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nathaniel,0,0.0,0,0.0,597,0.0,597,0,0,0,,0,0.0,605,0,0,0.0,Phillips,,0,0.0,,0.0,540,0,N.Phillips,0,DEF,Liverpool,LIV
333,0,2003-01-29,0,38,0,0.0,441428,,29.1,408,,0.8,0.8,0.18,0.03,0.28,0.05,0.1,10.38,1.91,0.02,Jarell,12,2.21,0,16.5,413,119.4,374,488,1,0,,0,0.7,543,0,0,0.0,Quansah,,4,0.74,2021-12-18,15.0,416,9,Quansah,2,DEF,Liverpool,LIV
334,0,,0,0,0,0.0,219937,,0.0,586,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rhys,0,0.0,0,0.0,601,0.0,601,0,0,0,,0,0.0,608,0,0,0.0,Williams,,0,0.0,2020-09-23,0.0,545,0,R.Williams,0,DEF,Liverpool,LIV
335,1,1994-03-11,4,397,10,0.36,122798,2.0,668.7,41,,2.5,2.5,4.27,0.16,5.39,0.2,1.12,26.9,0.98,0.04,Andrew,32,1.16,0,124.4,105,395.4,183,2479,1,0,,0,2.8,177,1,0,0.0,Robertson,,29,1.05,2017-07-21,182.0,198,91,Robertson,3,DEF,Liverpool,LIV
336,10,2000-10-25,14,605,12,0.43,424876,5.0,794.8,22,2.0,6.5,4.8,6.06,0.22,13.0,0.47,6.94,26.78,0.97,0.25,Dominik,29,1.05,6,198.1,33,589.8,104,2485,0,0,,0,4.0,45,0,0,0.0,Szoboszlai,,29,1.05,2023-07-02,601.0,50,143,Szoboszlai,6,MID,Liverpool,LIV
337,1,1996-05-12,3,217,4,0.43,214285,3.0,260.7,169,,1.5,1.5,2.32,0.25,2.71,0.29,0.39,9.03,0.98,0.04,Konstantinos,8,0.87,0,52.5,288,202.0,309,829,0,0,,0,2.4,221,0,0,0.0,Tsimikas,,9,0.98,2020-08-10,60.0,321,43,Tsimikas,2,DEF,Liverpool,LIV
339,1,1991-07-08,8,631,14,0.38,97032,,206.6,205,3.0,3.2,3.0,0.98,0.03,3.2,0.09,2.22,36.13,0.98,0.06,Virgil,38,1.03,3,143.7,84,932.6,14,3330,0,0,,0,3.9,57,0,0,0.0,van Dijk,,37,1.0,2018-01-01,299.0,116,143,Virgil,5,DEF,Liverpool,LIV
636,0,1997-10-25,0,16,0,0.0,223541,,23.5,424,,1.8,1.8,0.15,0.13,0.49,0.43,0.34,2.8,2.45,0.3,Federico,3,2.62,0,6.7,469,9.0,504,103,0,0,,0,1.2,444,0,0,0.0,Chiesa,,1,0.87,2024-08-29,36.0,362,7,Chiesa,0,MID,Liverpool,LIV
660,0,2001-07-23,0,6,0,0.0,432987,,0.0,589,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,1.15,0.0,Vítezslav,0,0.0,0,0.9,526,8.8,505,11,0,0,,0,1.0,466,0,1,8.18,Jaros,,0,0.0,2019-07-10,0.0,548,1,Jaros,0,GKP,Liverpool,LIV
669,0,2003-09-03,0,0,0,0.0,464353,,0.0,600,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harvey,0,0.0,0,0.0,613,0.0,613,0,0,0,,0,0.0,620,0,0,0.0,Davies,,0,0.0,2021-03-09,0.0,559,0,Davies,0,GKP,Liverpool,LIV
688,0,2007-06-30,0,0,0,0.0,591386,,0.0,758,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Treymaurice,0,0.0,0,0.0,761,0.0,761,0,0,0,,0,0.0,764,0,0,0.0,Nyoni,,0,0.0,2023-11-11,0.0,741,0,Nyoni,0,MID,Liverpool,LIV
692,0,2006-11-18,0,0,0,0.0,611926,,0.0,641,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amara,0,0.0,0,0.0,653,0.0,653,0,0,0,,0,0.0,660,0,0,0.0,Nallo,,0,0.0,2024-02-27,0.0,603,0,Nallo,0,DEF,Liverpool,LIV
709,0,,0,2,0,0.0,500058,,0.3,514,,0.0,0.0,0.01,0.09,0.01,0.09,0.0,0.45,4.05,0.0,Jayden,1,9.0,0,0.0,724,0.0,724,10,0,0,,0,1.0,495,0,0,0.0,Danns,,0,0.0,2024-02-20,0.0,702,1,Danns,0,FWD,Liverpool,LIV
744,0,1978-09-17,0,0,0,0.0,100052173,,0.0,548,,5.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arne,0,0.0,0,0.0,570,0.0,570,0,0,0,,0,0.0,580,0,0,0.0,Slot,,0,0.0,2024-06-01,0.0,499,118,Slot,0,,Liverpool,LIV
340,0,1995-07-19,1,307,6,0.27,211975,,249.8,175,,3.5,4.3,1.3,0.06,2.87,0.13,1.57,29.72,1.33,0.07,Manuel,28,1.25,0,68.9,238,339.8,220,2012,0,0,,0,2.3,245,0,0,0.0,Akanji,,23,1.03,2022-09-01,100.0,275,61,Akanji,3,DEF,Man City,MCI
341,0,1995-02-18,0,121,3,0.4,126184,,33.7,394,,0.5,0.5,0.17,0.02,0.39,0.05,0.22,13.44,1.79,0.03,Nathan,11,1.46,0,15.9,418,104.6,394,677,0,0,,0,2.5,215,0,0,0.0,Aké,,8,1.06,2020-08-05,20.0,403,25,Aké,0,DEF,Man City,MCI
